1747401047.0028925,4.0
1747401051.0081885,4.0,1
1747401053.309328,2.5,0
1747401055.3104715,2.5,1
1747401057.8113494,2.444444457689921,0
1747401059.8232663,2.444444457689921,1
1747401061.8235173,2.2592592769198947,0
1747401063.8242023,2.2592592769198947,1
1747401066.2249537,2.1913579878983676,0
1747401068.2256289,2.1913579878983676,1
1747401070.2258525,2.148148105468279,0
1747401072.226588,2.148148105468279,1
1747401074.5272286,2.1262002938078264,0
1747401076.5282447,2.1262002938078264,1
1747401078.7287579,2.114083242187448,0
1747401080.729504,2.114083242187448,1
1747401082.8298676,2.107605600280744,0
1747401084.8305516,2.107605600280744,1
1747401087.2364144,2.1041000365956566,0
1747401089.2371464,2.1041000365956566,1
1747401091.3375123,2.1022118091498463,0
1747401093.3380969,2.1022118091498463,1
1747401095.5385306,2.101192824042991,0
1747401097.5392516,2.101192824042991,1
1747401099.9399257,2.1006433539910963,0
1747401101.9405553,2.1006433539910963,1
1747401104.040981,2.100346948482058,0
1747401106.0415905,2.100346948482058,1
1747401108.2420218,2.1001871114894617,0
1747401110.2554145,2.1001871114894617,1
1747401112.4560063,2.1001009307280136,0
1747401114.4567432,2.1001009307280136,1
1747401116.757329,2.100054401886958,0
1747401118.757995,2.100054401886958,1
1747401121.0283735,2.100029355530109,0
1747401123.02911,2.100029355530109,1
1747401125.1295476,2.100015920481472,0
1747401127.13023,2.100015920481472,1
1747401129.2306037,2.1000086605818367,0
1747401131.231427,2.1000086605818367,1
1747401133.6322136,2.1000047306309573,0
1747401135.6329465,2.1000047306309573,1
1747401137.6332316,2.100002546445874,0
1747401139.6339793,2.100002546445874,1
1747401141.8345041,2.100001421019881,0
1747401143.8352842,2.100001421019881,1
